if aaron burr had 70
is quite over with 57
is quite pale and 179
is quite poor and 625
is quite poor but 57
is quite poor due 47
is quite poor for 180
is quite poor with 58
is quite pure and 489
is quite rare and 2674
is quite rare but 380
is quite rare for 1990
is quite rare now 85
is quite rare that 1680
is quite rare with 157
is quite ready and 291
is quite ready for 2074
is quite ready now 136
is quite ready with 71
is quite ready yet 47
is quite rich and 759
is quite rich with 129
is quite ripe and 92
is quite ripe for 233
is quite room for 41
is quite rude and 46
is quite safe and 1367
is quite safe but 99
is quite safe for 1279
is quite safe now 419
is quite safe with 803
is quite sane and 79
is quite sane for 98
is quite shut off 367
is quite shut out 778
is quite sick and 194
is quite sick this 46
is quite sick with 214
is quite slow and 1144
is quite slow but 82
is quite slow due 53
is quite slow for 135
is quite slow with 52
is quite soft and 2127
is quite soft but 86
is quite soft yet 68
is quite some way 89
is quite sore with 49
is quite sure and 102
is quite sure for 41
is quite sure his 160
is quite sure how 4413
is quite sure not 71
is quite sure now 56
is quite sure one 132
is quite sure she 432
is quite sure that 20712
is quite sure they 219
is quite sure this 56
is quite sure who 684
is quite sure why 1390
is quite sure yet 143
is quite sure you 93
is quite tall and 370
is quite tall for 73
is quite tame and 213
is quite tame now 40
is quite their own 186
is quite thick and 1687
is quite thick but 43
is quite thick with 93
is quite time for 944
is quite time now 95
is quite time she 114
is quite time that 5402
is quite time they 129
is quite time this 87
is quite time you 599
is quite tiny and 56
is quite tiring and 55
is quite true all 52
is quite true and 1450
is quite true but 495
is quite true for 414
is quite true she 48
is quite true that 234816
is quite true then 52
is quite true they 240
is quite true this 72
is quite true with 153
is quite true you 113
is quite ugly and 61
is quite vain and 65
is quite vain for 80
is quite vast and 215
is quite warm and 636
is quite warm but 60
is quite warm for 221
is quite warm now 122
is quite warm this 52
is quite weary and 69
is quite well and 2214
is quite well but 122
is quite well for 55
is quite well now 2283
is quite well off 1501
is quite well this 105
is quite well with 66
is quite what one 574
is quite what she 41
is quite what they 111
is quite what you 249
is quite wide and 1471
is quite wide but 93
is quite wide for 92
is quite wide with 76
is quite wild and 146
is quite wore out 118
is quite worn and 73
is quite worn off 520
is quite worn out 3077
is quite worth his 63
is quite worth our 217
is quite worth that 42
is quite wrong and 836
is quite wrong for 992
is quite wrong not 46
is quite wrong that 397
is quite wrong with 88
is quite young and 1075
is quite young but 58
is quite young for 107
is quite young with 40
is quite young yet 145
is quite your own 145
is quoting from and 41
is quoting from her 50
is quoting from his 316
is quoting from one 91
is raining cats and 777
is raining hard and 255
is raining hard now 93
is raining here and 139
is raining here now 141
is raining when you 208
is raising hell and 183
is raising hell with 132
is raising more and 53
is raising more than 50
is raising rent and 98
is raked over and 73
is ranged along with 71
is rapid acting and 82
is rapid during this 101
is rarer among them 47
is rarer even than 181
is rarer here than 59
is rarer there than 45
is rated from one 200
is rated high and 43
is rated high for 92
is rated less than 144
is rated upon all 134
is rated very low 268
is rather acid and 53
is rather angry with 100
is rather arid and 52
is rather awed than 43
is rather bald and 40
is rather bare and 121
is rather bleak and 196
is rather bleak for 43
is rather bold and 106
is rather boring and 98
is rather busy with 49
is rather cheap and 111
is rather clear and 255
is rather clear cut 78
is rather clear for 42
is rather clear that 4363
is rather cold and 689
is rather cold for 115
is rather cold now 51
is rather cold out 44
is rather cold than 53
is rather cool and 207
is rather cool for 86
is rather damp and 159
is rather dark and 516
is rather dark for 56
is rather dealing with 41
is rather deep and 484
is rather deep for 60
is rather done for 142
is rather drab and 110
is rather dull and 1140
is rather dull but 61
is rather dull for 140
is rather dull then 60
is rather early and 67
is rather early for 581
is rather early yet 104
is rather epic than 50
is rather even and 58
is rather fast and 239
is rather fast but 42
is rather fast for 44
is rather felt than 391
is rather fine and 315
is rather firm and 181
is rather flat and 1695
is rather flat but 68
is rather flat for 115
is rather flat near 147
is rather flat than 54
is rather flat with 191
is rather free and 203
is rather free with 78
is rather from its 60
is rather from this 76
is rather full and 193
is rather glad and 42
is rather glad than 68
is rather glad that 102
is rather good and 307
is rather good but 73
is rather good for 612
is rather good fun 239
is rather good than 131
is rather good that 144
is rather good with 63
is rather gray and 49
is rather great and 126
is rather great for 45
is rather grim and 83
is rather hard and 1111
is rather hard but 78
is rather hard for 1306
is rather hard going 42
is rather hard not 88
is rather hard put 91
is rather hard that 2323
is rather hazy and 75
is rather heard than 40
is rather heavy and 1236
is rather heavy but 60
is rather heavy for 453
is rather heavy going 178
is rather heavy with 94
is rather high and 2839
is rather high but 243
is rather high due 128
is rather high for 1528
is rather high than 124
is rather high that 141
is rather high with 185
is rather ideal than 66
is rather just than 57
is rather just that 160
is rather late and 245
is rather late for 917
is rather late now 283
is rather lazy and 82
is rather less and 70
is rather less easy 234
is rather less for 65
is rather less than 24065
