sacks brought 109 sadly mittens
thoughts 48 spoke language 2911
spoke opinions 61 spoke thoughts
70 spoke language 1183 spoke
soothingly 44 spoke quickly 50
spoke quietly 41 spoke rapidly
233 spoke sparingly 73 spoke
himself 319 spoke language 212
spoke freedom 168 spoke justice
129 spoke liberty 58 spoke
thoughts 58 spoke opinions 43
spoke thoughts 154 spoke strongly
44 spoke courage 79 spoke
increasing 57 spoke realized 43
spoke because 111 spoke stepped
74 spoke because 84 spoke
extinct 45 spoke exactly 60
spoke briefly 472 spoke friends
87 spoke husband 435 spoke
parents 235 spoke several 73
spoke briefly 468 spoke regarding
68 spoke several 208 spoke
shortly 50 spoke brothers 67
spoke friends 184 spoke manager
46 spoke parents 197 spoke
peculiar 65 spoke briefly 181
sponge alcohol 43 sponge prevent
66 sponge require 46 sponge
purpose 86 sponge offered 87
sponge pressed 40 sponge vinegar
44 sponging friends 61 spoon
measures 265 spoon attract 67
spoon purpose 66 spoon discard
137 spoon brought 104 spore
contain 52 sport athletes 50
sport players 89 sport related
44 sport relation 60 sport
require 63 sport classes 40
sport enemies 127 sport friends
70 sport invites 78 sport
popular 51 sport enjoyed 61
sport fancies 65 sport imagine
96 spots present 364 spots
removed 44 spots usually 54
spots visible 122 spots produce
40 spots purpose 43 spots
purpose 138 spots together 127
spots distant 48 spots present
77 spots usually 100 spots
visible 138 spots appeared 65
spots develop 45 spots visited
54 spots borders 43 spots
plainly 65 spout handles 104
sprang started 88 sprang british
47 sprang dragged 49 sprang
dressed 45 sprang grabbed 47
sprang hurried 86 sprang offered
48 sprang started 82 spray
control 45 spray purpose 213
spray started 64 spray against
50 spray bullets 66 spray
machine 54 spread canvass 49
spread brought 93 spread advance
97 spread strikes 49 spread
together 109 spread adopted 171
spread anxiety 205 spread discord
184 spread trembling 105 spread
purpose 63 spread friends 78
spread ballast 61 spread purpose
415 spread purpose 203 spread
religion 60 spread blanket 56
spread sublime 48 spread against
50 spread skyward 139 spread
advance 54 spread allowed 582
spread arranged 164 spread becomes
41 spread brought 51 spread
covered 1000 spread deposit 41
spread develop 101 spread diffuse
169 spread diluted 54 spread
display 144 spread divided 148
spread dropped 44 spread embrace
57 spread engulfed 44 spread
explore 55 spread exposed 559
spread finally 57 spread flatten
68 spread gathered 57 spread
include 55 spread increase 119
spread overlap 314 spread pressed
416 spread produce 74 spread
quickly 44 spread reduced 111
spread relaxed 113 spread searched
142 spread secured 42 spread
settled 195 spread smoothed 51
spread started 280 spread stopped
44 spread studied 48 spread
touched 93 spread usually 49
spread balance 74 spread display
129 spread several 345 spread
blanket 117 spread bedroll 221
spread blanket 325 spread thoughts
99 spread surface 63 spread
blanket 98 spread increasing 46
spread needles 54 spread respect
107 spread majesty 41 spread
between 62 spread towards 43
spread religion 44 spread flutter
40 spree anxiety 43 spree
friends 49 springs summers 59
springs summers 90 springs autumns
131 springs summers 44 springs
purpose 76 springs shorter 67
springs clearest 108 spurs diamonds
51 spurt upwards 69 squad
started 53 squad arrived 44
squaw brothers 91 squaw husband
60 squaw papoose 80 squaw
adopted 46 squaw papoose 78
stack contain 88 stack require
64 stack support 52 stack
process 45 stack purpose 85
stack ambient 54 stack function
73 staff members 80 staff
teachers 42 staff usually 55
staff provide 61 staff members
49 staff parents 44 staff
research 48 staff husband 61
staff parents 59 staff ability
53 staff cabinet 128 staff
friends 135 staff parents 62
staff private 44 staff sandals
109 staff ability 70 staff
clients 87 staff members 87
staff neutral 47 staff program
48 staff relation 47 staff
members 47 staff members 58
staff include 54 staff hundred
89 staff members 126 staff
lowered 74 staff hundred 54
staff members 45 staff clients
46 staff members 46 staff
parents 105 staff trained 260
staff everything 52 staff allowed
358 staff capable 44 staff
covered 88 staff familiar 163
staff members 51 staff obliged
47 staff present 348 staff
skilled 42 staff subject 79
staff trained 397 staff usually
120 staff greatest 42 staff
together 61 staff control 129
staff function 167 staff perform
119 staff produce 47 staff
provide 247 staff respond 44
staff strafed 80 staff approve
72 staff attempt 115 staff
believe 551 staff discuss 58
staff exactly 40 staff explain
46 staff express 92 staff
include 223 staff increase 87
staff perform 42 staff possess
115 staff provide 143 staff
question 70 staff receive 174
staff require 92 staff respond
158 staff support 67 staff
welcome 52 staff believe 649
staff consist 92 staff include
213 staff possess 114 staff
provide 104 staff receive 50
staff require 110 staff support
53 staff usually 64 staff
project 42 staff majesty 45
staff support 51 staff country
144 staff purpose 368 staff
function 72 staff program 163
staff project 178 staff purpose
1532 staff service 51 staff
previous 43 staff arrived 78
staff bothered 41 staff noticed
43 staff realized 54 staff
together 176 staff together 83
staff possess 40 staff receive
47 staff trained 77 staff
provide 160 staff include 74
staff largely 41 staff planted
43 staff teachers 68 staff
reduced 71 staff allowed 132
staff familiar 55 staff present
126 staff trained 75 staff
together 53 staff lyrical 107
staff bilingual 69 staff capable
509 staff charged 297 staff
closest 42 staff experts 305
staff exposed 97 staff familiar
1105 staff members 457 staff
preparing 87 staff present 88
staff providing 239 staff skilled
177 staff subject 97 staff
trained 1384 staff unaware 49
staff unwilling 87 staff usually
72 staff deliver 42 staff
develop 49 staff explain 54
staff perform 74 staff provide
848 staff respond 102 staff
support 48 staff arrived 99
staff brought 49 staff contact
62 staff gathered 115 staff
managed 45 staff studied 62
staff visited 44 staff written
63 staff familiar 44 staff
present 161 stage beginning 66
stage capable 127 stage carried
41 stage usually 214 stage
entered 99 stage duration 48
stage effects 64 stage players
129 stage relation 127 stage
scenery 75 stage include 70
stage involve 44 stage persist
59 stage require 56 stage
proceed 63 stage becomes 62
stage proceed 42 stage remains
57 stage prevent 145 stage
beginning 109 stage carried 101
stage greeted 78 stage capable
100 stage usually 161 stage
several 54 stage provide 40
stage subsist 44 stage develop
56 stage include 64 stage
involve 49 stage provide 53
stage require 58 stage consist
58 stage consist 57 stage
contain 74 stage develop 76
stage exclude 110 stage include
114 stage involve 203 stage
possess 44 stage present 114
stage prevent 96 stage produce
150 stage provide 97 stage
reflect 44 stage require 673
stage support 68 stage usually
135 stage species 47 stage
election 43 stage greatest 48
stage talents 69 stage hundred
54 stage current 87 stage
inquiry 81 stage present 81
stage minutes 95 stage purpose
116 stage chapter 229 stage
problem 42 stage process 116
stage project 101 stage purpose
194 stage tragedy 62 stage
decades 192 stage hundred 114
stage minutes 52 stage peculiar
92 stage arrived 52 stage
arrived 92 stage removed 88
stage observe 44 stage tragedy
41 stage greeted 73 stage
hitherto 49 stage brought 54
stage between 84 stage capable
42 stage covered 45 stage
usually 165 stage erected 45
stage against 50 stage present
171 stage husband 258 stage
beloved 93 stage crimson 132
stage parents 55 stage strides
43 staging results 286 staging
attacks 611 staging british 103
staging invasion 137 staging migrating
125 staging several 102 staid
several 162 stain raiment 650
stain contain 43 stain exclude
50 stain minutes 252 stain
purpose 270 stain minutes 288
stain citrate 52 stair forehead
80 stake chances 43 stake
possess 75 stake require 71
stake parties 65 stake witches
54 stake parties 137 stake
beliefs 46 stake beliefs 139
stake country 51 stake opinions
112 stake religion 91 stake
protect 59 stake himself 133
stake position 122 stake position
75 stake freedom 67 stake
redress 50 stake unknown 48
staking defending 104 staking himself
40 staking position 137 staking
position 40 staking position 86
stalk increase 46 stalk slender
189 stall stepped 45 stall
meantime 41 stamp america 99
stamp repealed 1416 stamp blossom
58 stamp purpose 58 stamp
purpose 219 stamp imprint 47
stamp dissent 44 stamp freedom
49 stamp protest 42 stamp
religion 55 stamp destroy 95
stamp attempt 82 stamp religion
69 stamp scourge 80 stamp
imposed 620 stamp repealed 98
stamp current 136 stamp affixed
61 stamp picture 141 stand
density 58 stand together 160
stand counted 1028 stand witness
311 stand explain 140 stand
against 346 stand forward 178
stand prevent 67 stand mankind
146 stand persons 43 stand
against 378 stand believe 561
stand express 342 stand signify
121 stand suggest 139 stand
support 45 stand bounded 791
stand election 54 stand element
104 stand function 98 stand
material 40 stand numbers 298
stand objects 103 stand position
44 stand relation 116 stand
subject 141 stand trouble 54
stand minutes 48 stand against
51 stand against 41 stand
husband 197 stand picture 53
stand beliefs 122 stand complex
241 stand country 300 stand
epitaph 123 stand picture 374
stand defense 53 stand against
739 stand because 42 stand
minutes 97 stand moments 102
stand concept 53 stand division
46 stand hundred 413 stand
instant 64 stand thousand 229
stand country 262 stand language
45 stand religion 40 stand
numbers 765 stand objects 274
stand thoughts 79 stand minutes
5418 stand shillings 283 stand
thousand 196 stand borough 63
stand essence 71 stand freedom
136 stand purpose 282 stand
anymore 61 stand behavior 52
stand element 42 stand project
42 stand purpose 338 stand
unknown 49 stand aspects 93
stand central 143 stand hundred
124 stand minutes 1614 stand
drought 109 stand company 155
stand company 104 stand upright
91 stand despots 45 stand
assured 150 stand examine 89
stand observe 369 stand achieve
43 stand attract 932 stand
command 127 stand deserve 290
stand impress 50 stand increase
97 stand prevent 53 stand
provide 73 stand receive 46
stand require 87 stand because
48 stand several 72 stand
against 151 stand because 79
stand sharply 55 stand strongly
104 stand arresting 48 stand
clarity 351 stand especial 574
stand fatness 2414 stand greatest
41 stand increasing 124 stand
painful 102 stand peculiar 569
stand perfect 148 stand respect
816 stand salient 40 stand
startling 1120 stand unusual 219
stand forever 44 stand together
49 stand popular 72 stand
hundred 51 stand against 56
stand against 332 stand husband
373 stand parents 48 stand
against 921 stand country 111
stand friends 148 stand majesty
316 stand pleasure 115 stand
service 96 stand brothers 99
stand friends 138 stand against
772 stand present 167 stand
against 427 stare minutes 86
stare moments 101 stare noticed
54 stare equally 126 staring
minutes 42 staring moments 43
staring bedroom 70 staring bedroom
70 stars natural 84 stars
players 68 stars history 87
stars jupiter 45 stars stripes
85 stars symbols 56 stars
ejected 42 stars stripes 130
stars measured 283 stars arranged
71 stars crowded 43 stars
equally 120 stars eternal 167
stars exactly 90 stars perfect
65 stars planets 77 stars
present 92 stars subject 104
stars variable 43 stars visible
692 stars visible 59 stars
tonight 131 stars together 50
stars distant 222 stars revolve
51 stars twinkle 82 stars
increase 52 stars service 137
stars sublime 69 stars service
46 stars purpose 91 stars
together 55 stars visible 73
stars billions 85 stars fainter
131 stars located 121 stars
members 157 stars millions 83
stars similar 446 stars smaller
95 stars usually 60 stars
visible 783 stars appeared 103
stars endowed 55 stars between
44 stars together 375 stars
appeared 102 stars consent 42
