sadly proud gesture of 171
state whose economy is 374
state whose essence is 51
state whose function is 152
state whose function it 52
state whose history is 145
state whose national is 266
state whose purpose is 106
state whose statute is 49
state whose statute of 61
state would acquire the 51
state would advance the 48
state would attempt to 732
state would benefit by 75
state would consent to 211
state would consist in 89
state would consist of 786
state would control the 244
state would destroy the 161
state would endanger the 85
state would enforce the 65
state would enhance the 162
state would explain the 41
state would finally be 71
state would finance the 53
state would function as 91
state would furnish the 64
state would include the 424
state would increase by 53
state would increase in 62
state would increase the 154
state would involve the 165
state would perhaps be 50
state would possess in 57
state would possess the 52
state would prevent the 125
state would produce an 41
state would produce the 61
state would promote the 92
state would protect the 316
state would provide an 146
state would provide the 586
state would receive an 67
state would receive at 46
state would receive no 41
state would receive the 192
state would reflect the 56
state would replace the 88
state would require an 121
state would require the 291
state would resolve the 46
state would respect the 72
state would respond to 199
state would restore the 47
state would satisfy the 165
state would shortly be 49
state would succeed in 64
state would succumb to 50
state would suffice to 56
state would support the 164
state would venture to 57
stating under penalty of 103
staying close together in 43
staying power against the 84
staying power because it 130
staying power because of 107
staying power because the 44
stays alive because it 102
stays which support the 141
steady climb towards the 57
steady drawing together of 74
steady drift towards the 148
steady force applied to 58
steady linear increase in 70
steady looks according to 47
steady march towards the 146
steady motion depends on 44
steady motion towards the 109
steady plate current is 75
steady plate current of 67
steady pushing forward of 48
steady rhythm against the 144
steady shift towards the 54
steady state according to 148
steady state amounts of 86
steady state balance of 84
steady state because it 56
steady state because of 274
steady state because the 269
steady state behavior in 51
steady state behavior is 116
steady state behavior of 866
steady state between the 516
steady state current at 53
steady state current in 117
steady state current is 264
