sabbath day and hallowed 1303
stated that all subjects 74
stated that any american 129
stated that any attempts 44
stated that any disputes 53
stated that any employee 62
stated that any property 62
stated that any proposal 43
stated that any provision 40
stated that each district 40
stated that for eighteen 56
stated that for purposes 357
stated that her children 144
stated that her condition 96
stated that her daughter 440
stated that her intention 60
stated that her interest 49
stated that her ladyship 140
stated that her mistress 42
stated that her symptoms 56
stated that his analysis 94
stated that his ancestor 51
stated that his approach 129
stated that his argument 40
stated that his attempts 45
stated that his attention 250
stated that his attitude 95
stated that his authority 76
stated that his battalion 44
stated that his business 243
stated that his campaign 43
stated that his children 89
stated that his colleague 105
stated that his comments 49
stated that his condition 119
stated that his daughter 271
stated that his education 46
stated that his employer 75
stated that his estimate 55
stated that his evidence 51
stated that his favorite 167
stated that his financial 52
stated that his functions 73
stated that his highness 123
stated that his holiness 119
stated that his immediate 83
stated that his intention 559
stated that his interest 304
stated that his invention 76
stated that his judgment 52
stated that his lordship 261
stated that his ministry 169
stated that his mistress 40
stated that his movement 66
stated that his neighbor 59
stated that his objection 138
stated that his officers 57
stated that his opponent 55
stated that his original 148
stated that his paternal 46
stated that his patients 46
stated that his personal 224
stated that his practice 70
stated that his presence 131
stated that his property 96
stated that his proposal 124
stated that his proposed 108
stated that his regiment 112
stated that his relations 64
stated that his services 75
stated that his soldiers 56
stated that his students 40
stated that his subjects 52
stated that his superiors 57
stated that his symptoms 45
stated that his ultimate 62
stated that its analysis 60
stated that its approach 49
stated that its authority 42
stated that its business 51
stated that its contents 47
stated that its decisions 56
stated that its immediate 52
stated that its intention 148
stated that its interest 43
stated that its practice 42
stated that its presence 60
stated that its proposal 53
stated that its purposes 69
stated that its strategy 41
stated that its ultimate 50
stated that not everyone 73
stated that one possible 45
stated that sex education 75
stated that she accepted 59
stated that she actually 53
stated that she attended 61
stated that she believed 2142
stated that she believes 203
stated that she disliked 46
stated that she expected 187
stated that she intended 390
stated that she observed 66
stated that she obtained 73
stated that she probably 43
stated that she recalled 41
stated that she received 215
stated that she regarded 90
stated that she remained 80
stated that she required 56
stated that she returned 50
stated that she suffered 165
stated that she traveled 105
stated that they accepted 326
stated that they acquired 70
stated that they actively 44
stated that they actually 174
stated that they amounted 55
stated that they approved 160
stated that they attended 285
stated that they believed 2578
stated that they consider 338
stated that they continue 40
stated that they depended 62
stated that they disliked 189
stated that they employed 149
stated that they expected 890
stated that they followed 182
stated that they formerly 40
stated that they included 80
stated that they intended 1509
stated that they listened 69
stated that they migrated 54
stated that they normally 55
stated that they numbered 56
stated that they objected 119
stated that they observed 159
stated that they obtained 242
stated that they occupied 55
stated that they occurred 72
