sable garments of their 69
stage remained the same 62
stage requires at least 75
stage requires the most 56
stain attached to such 50
stale splashes on their 40
stamp indicating the date 51
stamp indicating the time 116
stamp required uk only 352
stand affected to those 52
stand alongside of john 169
stand alongside the best 329
stand alongside the great 203
stand alongside the more 157
stand alongside the most 41
stand alongside the other 317
stand alongside the poor 42
stand alongside the road 143
stand appalled at their 46
stand appalled to know 87
stand arrested in their 51
stand children in good 88
stand compared to other 111
stand consists of three 60
stand designed to hold 166
stand directly in line 247
stand doubtful of their 54
stand drenched in fire 49
stand entirely on their 528
stand exposure to cold 184
stand extremes of cold 40
stand foremost in their 147
stand godfather to poor 55
stand godfather to their 155
stand godfather to your 192
stand hundreds of feet 177
stand indebted to their 43
stand indebted to your 58
stand isolated in their 66
stand opposite in view 41
stand opposite the door 58
stand opposite the hearth 46
stand prepared the vast 107
stand prepared to give 145
stand prepared to join 49
stand prepared to make 191
stand prepared to meet 285
stand prepared to take 169
stand recorded the only 107
stand referred to such 85
stand referred to their 64
stand relative to other 209
stand relative to their 120
stand relative to those 42
stand relative to your 67
stand securely on their 246
stand specially in need 48
stand squarely on their 333
stand squarely on your 191
stand steadfast in their 66
stand straight in their 40
stand straight on their 164
stand straight on your 52
stand straight or walk 48
stand straight up from 326
stand straight up like 342
stand straight up when 67
stand strictly on their 41
stand stripped of their 91
stand therefore in high 171
stand thousands of feet 48
stand thousands of years 87
stand urgently in need 173
stare intently at some 42
stare intently at their 47
stare straight up into 161
