sabot laid trustingly by 94
stage were replaced by 70
stage were required to 41
stage were supposed to 98
stage what amounted to 103
stage when compared to 297
stage when treatment is 138
stage will comprise the 67
stage will continue to 245
stage will normally be 110
stage will probably be 375
stage will therefore be 130
staging what amounted to 45
stake here concerns the 43
stake their fortunes in 55
stake their fortunes on 547
stake their survival on 56
staking their fortunes on 65
stale food mouldering in 70
stalk into futurity on 67
stamp duty incurred by 45
stamp duty incurred in 153
stamp early wrinkles on 124
stamp their approval on 65
stamp their authority on 252
stamp their identity on 47
stand fast therefore in 114
stand forth avowedly in 70
stand forth publicly as 41
stand forth publicly in 41
stand great extremes of 46
stand here buttoned to 47
stand here chattering in 44
stand here prepared to 48
stand just opposite the 111
stand like sentries at 73
stand like sentries on 45
stand like soldiers at 44
stand like soldiers in 69
stand more directly in 123
stand more indebted to 42
stand more securely on 55
stand most constant in 45
stand some distance in 41
stand such treatment as 130
stand there pretending to 89
stand there straight as 108
stand trial pursuant to 69
stand upon ceremony in 176
stand upon questions of 43
stand well affected to 88
stand when addressing the 495
stand will continue to 44
stand will probably be 90
staring down intently at 83
staring eyes distinct of 60
staring into nothingness as 44
staring very intently at 113
stark when compared to 62
stars half quenched in 66
stars half troubled me 55
stars have returned to 112
stars move relative to 103
stars must therefore be 116
stars pale silently in 54
stars rise straight up 134
stars show evidence of 93
stars were affected by 53
stars were assigned to 106
stars were attached to 360
stars were believed to 442
stars were brilliant in 252
stars were composed of 146
stars were concealed by 46
stars were detected in 65
stars were eclipsed by 43
stars were embedded in 103
stars were expected to 212
stars were fastened to 48
stars were glimmering in 117
stars were glittering in 395
stars were included in 167
stars were infinite in 48
stars were intended to 58
stars were involved in 55
stars were mirrored in 104
stars were obscured by 509
stars were observed as 54
stars were observed at 269
stars were observed by 177
stars were observed in 289
stars were observed on 229
stars were observed to 218
stars were obtained by 90
stars were obtained in 45
stars were produced by 51
stars were referred to 84
stars were regarded as 814
stars were regarded by 42
stars were replaced by 134
stars were required to 75
stars were selected as 108
stars were selected to 98
stars were supposed to 922
stars will continue to 270
stars will probably be 90
stars will therefore be 52
start asking questions as 178
start asking questions at 76
start asking questions if 67
start asking questions in 178
start asking questions of 695
start asking questions on 82
start asking questions or 238
start asking questions to 318
start asking yourself if 57
start asking yourself the 86
start bearing children at 57
start beating yourself up 95
start earning interest on 72
start firing questions at 124
start from anywhere in 84
start from positions of 138
start having children at 203
start having children in 101
start having problems in 40
start into activity as 41
start into activity at 56
start into activity the 81
start into activity to 46
start losing interest in 130
start making decisions on 95
start making payments on 148
start making payments to 143
start making progress in 43
start making progress on 95
start making promises to 48
start paying attention in 103
start paying attention to 7510
start paying interest on 261
start seeing yourself as 318
start seeing yourself in 59
start site selection in 104
start some business in 44
start some business of 79
start taking interest in 314
start taking pictures of 485
start taking potshots at 70
start taking seriously the 72
start their activity in 40
start their analysis by 89
start their analysis of 90
start their business as 43
start their business in 181
start their business on 44
start their business or 53
start their campaign by 47
start their children in 167
start their children on 175
start their education at 117
start their education in 159
start their families at 91
start their families in 62
start their migration to 77
start their patients on 53
start these patients on 63
start when attempting to 177
start will probably be 104
start work promptly at 87
start work tomorrow at 59
start your analysis by 51
