wafer processing steps 186
which students score 47
which students search 131
which students serve 179
which students shall 357
which students share 1829
which students solve 232
which students spend 1161
which students spent 311
which students spoke 91
which students stand 69
which students start 135
which students state 119
which students still 134
which students stood 40
which students study 2108
which students today 123
which students tried 110
which students truly 40
which students under 176
which students value 193
which students visit 131
which students watch 126
which students whose 102
which students within 78
which students working 107
which students would 6530
which students write 1689
which students wrote 479
which subjects acted 109
which subjects adopt 42
which subjects agree 69
which subjects appear 174
which subjects began 53
which subjects belong 146
which subjects carry 43
which subjects chose 220
which subjects could 2069
which subjects create 52
which subjects either 342
which subjects engage 215
which subjects enter 210
which subjects every 342
which subjects first 652
which subjects found 149
which subjects judge 226
which subjects learning 61
which subjects might 689
which subjects moved 64
which subjects often 247
which subjects ought 102
which subjects people 129
which subjects rated 848
which subjects refer 59
which subjects search 57
which subjects serve 102
which subjects shall 166
which subjects spent 51
which subjects stood 54
which subjects tried 105
which subjects under 59
which subjects within 54
which subjects women 69
which subjects would 2748
which subjects write 95
which subjects wrote 122
which subsided about 42
which subsided after 678
which subsided again 42
which subsided under 149
which subsided within 198
which subsides after 415
which subsides again 72
which subsides under 42
which subsides until 71
which subsides within 260
which subsists about 72
which subsists after 146
which subsists apart 42
which subsists still 130
which subsists under 164
which subsists until 63
which subsists within 171
which subsumed within 53
which subsumes every 42
which subsumes under 97
which subsumes within 61
which subtends about 82
which suburban growth 65
which subverts every 77
which succeeding times 163
which succeeding waves 41
