wafer curvature technique 213
whole cardboard structure 42
whole carefully corrected 43
whole cavalcade proceeded 69
whole character structure 284
whole character underwent 98
whole character unnatural 70
whole cinematic apparatus 45
whole circulating libraries 241
whole civilized community 104
whole civilized population 70
whole classical conception 57
whole classroom community 44
whole cognitive apparatus 47
whole cognitive structure 96
whole collection comprises 54
whole collection consisted 62
whole collection contained 48
whole commercial community 521
whole commercial existence 57
whole commercial interests 65
whole commercial structure 204
whole committee structure 62
whole communist apparatus 46
whole community assembled 499
whole community assembles 145
whole community benefited 190
whole community concerned 277
whole community consisted 53
whole community dependent 62
whole community generally 91
whole community naturally 60
whole community organized 47
whole community perceives 44
whole community requisite 80
whole community responded 51
whole community structure 155
whole community supported 59
whole community throughout 68
whole composite structure 72
whole concerned themselves 47
whole conducted themselves 54
whole connected narrative 83
whole conquered territory 125
whole contested territory 93
whole continent marshaled 54
whole continued existence 40
whole corporate structure 255
whole countless multitude 78
whole defensive apparatus 58
whole defensive structure 76
whole diagnostic procedure 43
whole different character 86
whole different complexion 59
whole different conception 43
whole different generation 86
whole different lifestyle 105
whole different mentality 67
whole digestive apparatus 561
whole directory structure 131
whole discourse consisted 40
whole discussion proceeded 51
whole divisional artillery 136
whole doctrinal structure 105
whole economics profession 60
whole effective population 82
whole elaborate apparatus 230
whole elaborate machinery 251
whole elaborate mechanism 105
whole elaborate procedure 48
whole elaborate structure 1259
whole electoral machinery 145
whole electoral procedure 103
whole eloquence consisted 80
whole emigration consisted 94
whole empirical character 48
whole empirical knowledge 51
whole equipment consisted 54
whole estimated population 46
whole estimation procedure 72
whole evaluation procedure 55
whole executive apparatus 44
whole executive committee 455
whole executive machinery 218
whole existence accordingly 41
whole expedition assembled 55
whole expedition consisted 70
whole expression evaluates 105
whole expression indicated 46
whole extensive territory 53
whole extraction procedure 78
whole extremely difficult 136
whole extremely meliorated 68
whole extremely suspicious 48
