head among storms and 61
his good genius for 48
his good genius had 137
his good genius was 57
his good graces and 491
his good graces for 130
his good graces than 73
his good graces that 267
his good graces was 91
his good graces with 259
his good grades and 179
his good habits and 169
his good intent and 73
his good master and 149
his good master had 108
his good memory and 245
his good memory for 79
his good morals and 137
his good nature and 5217
his good nature but 56
his good nature did 92
his good nature for 77
his good nature got 40
his good nature had 255
his good nature has 142
his good nature led 99
his good nature may 54
his good nature now 50
his good nature she 47
his good nature than 93
his good nature that 400
his good nature was 760
his good nature with 143
his good nights and 151
his good opinion and 719
his good opinion for 78
his good opinion she 94
his good opinion than 77
his good opinion that 137
his good opinion was 244
his good opinion with 50
his good points and 1353
his good points are 183
his good points but 75
his good points for 52
his good points too 119
his good points was 87
his good proved ill 121
his good reasons for 309
his good record and 146
his good repute and 80
his good sister and 43
his good spirit and 90
his good standing and 166
his good standing with 924
his good temper and 1196
his good temper had 47
his good temper was 134
his good traits and 124
his good wishes and 1515
his good wishes are 111
his good wishes for 2700
his good wishes was 63
his good wishes with 149
his gown across his 46
his gown around him 183
his gown around his 61
his gown before him 66
his gown before his 84
his gown behind him 66
his gray fedora and 90
his gray fedora hat 50
his gray jacket and 146
his gray slacks and 167
his gray slouch hat 122
his gray sweater and 77
his great actions and 420
his great actions had 42
his great acumen and 53
his great anguish and 54
his great assets was 50
his great barons and 53
his great battle for 144
his great battle was 49
his great battle with 609
his great bearded head 49
his great bounty and 146
his great brother was 70
his great candor and 61
his great career and 167
his great career had 49
his great career was 252
his great career with 127
his great caution and 156
his great chance and 82
his great chance for 58
his great chance had 64
his great charge and 264
his great chariot with 44
his great church and 66
his great cities with 66
his great cocked hat 98
his great combat with 57
his great course hath 42
his great creator and 70
his great credit and 246
his great credit that 988
his great credit with 197
his great crimes and 68
his great damage and 68
his great debate with 420
his great defect was 138
his great design and 89
his great design for 275
his great design had 75
his great design was 231
his great design yet 61
his great desire and 225
his great desire being 112
his great desire for 1349
his great desire had 68
his great desire not 55
his great desire now 57
his great desire that 1028
his great desire was 2143
his great diocese was 113
his great dismay and 156
his great dismay that 542
his great dorsal fin 45
his great effort and 130
his great effort for 85
his great effort had 58
his great effort was 197
his great empire and 51
his great empire had 54
his great empire was 222
his great energy and 1692
his great energy was 52
his great errors and 43
his great estate and 166
his great estate was 161
his great estate with 42
his great esteem and 95
his great esteem for 717
his great family and 78
his great family was 61
his great flapping ears 42
his great flaxen wig 92
his great flocks and 53
his great friend and 4643
his great friend dion 46
his great friend for 60
his great friend had 168
his great friend sir 188
his great friend that 43
his great friend was 286
his great friend who 51
his great genius and 889
his great genius for 196
his great genius had 102
his great genius that 54
his great genius was 184
his great hatred for 101
his great height and 2371
his great height that 298
his great height was 122
his great height with 140
his great heroic poem 50
his great horned head 84
his great horror and 101
his great horror that 134
his great injury and 48
his great injury with 41
his great knight and 44
his great labors and 170
his great labors for 59
his great ladies and 55
his great leonine head 127
his great losses and 105
his great master and 866
his great master for 61
his great master had 272
his great master was 138
his great master with 85
his great measure for 92
his great memory and 80
his great mental and 181
his great mentor and 84
his great merits and 370
his great merits are 55
his great merits that 126
his great merits was 83
his great misery and 141
his great mission and 122
his great mission was 190
his great mission with 47
his great moment had 102
his great moment has 46
his great moment was 68
his great nature for 59
his great nature was 127
his great nephew and 85
his great nobles and 110
his great novels and 101
his great novels are 90
his great object and 87
his great object being 324
his great object had 119
his great object has 97
his great object now 82
his great object was 2089
his great office and 370
his great office for 97
his great office that 174
his great office two 84
his great office was 89
his great office with 207
his great palace and 70
his great palace was 52
his great passion and 161
his great passion for 1074
his great passion was 484
his great patron and 513
his great patron had 151
his great patron was 104
his great paunch and 43
his great places and 46
his great plumed hat 79
his great policy and 55
his great powers and 1143
his great powers are 91
his great powers for 329
his great powers had 195
his great powers may 68
his great powers that 47
his great powers was 49
his great powers with 134
his great prayer for 43
his great profit and 120
his great puffed arm 45
his great purity and 50
his great regard and 148
his great regard for 1636
his great regret and 143
his great regret for 151
his great regret his 44
his great regret that 2684
his great regret was 190
his great relief and 336
his great relief his 65
his great relief she 168
his great relief that 811
his great relief they 55
his great remark that 44
his great renown for 40
his great riches and 169
his great scheme and 61
his great scheme for 940
his great scheme had 57
his great scheme was 103
his great secret and 80
his great secret was 195
his great shaggy head 704
his great shield and 95
his great sinewy arm 132
his great skills and 63
his great slouch hat 83
his great solace and 42
his great sorrow and 457
his great sorrow for 163
his great sorrow had 61
his great sorrow that 463
his great sorrow was 100
his great speech and 101
his great speech for 169
his great speech that 51
his great speech was 55
his great speech with 121
his great spirit and 351
his great spirit had 130
his great spirit that 43
his great spirit was 195
his great square head 97
his great square toes 51
his great steering oar 135
his great strength and 4686
his great strength but 48
his great strength for 122
his great strength had 152
his great strength lay 758
his great strength that 147
his great strength was 715
his great strength with 62
his great stride and 40
his great stroke for 50
his great stupid head 42
his great talent and 1200
his great talent but 73
his great talent for 1415
his great talent has 56
his great talent lay 58
his great talent was 408
his great teacher and 337
his great teacher had 66
his great teacher was 43
his great teachings and 40
his great terror and 117
his great thought and 49
his great tradings with 80
his great uncles and 50
his great vassal was 57
his great virtue and 420
his great virtue was 78
his great voyage and 75
his great voyage had 77
his great weight and 491
his great weight was 58
his great wisdom and 2884
his great wisdom had 44
his great wisdom has 57
his great wisdom that 94
his great wisdom was 90
his great wonder and 111
his great wonder why 45
his great woolly head 41
his grim aspect and 41
his grim visage and 56
his grin behind his 84
his grip around her 1156
his grip around his 183
his grip enough for 140
his guns around and 56
his guns behind him 154
his guns cocked and 46
his guns jammed and 72
