sabbath day the priests in 129
special going on between us 47
special law in relation to 54
special oath of loyalty to 189
special set of symbols to 43
special tax in addition to 131
special tax is imposed on 191
special tax to finance the 49
special tax to support the 77
special use of language in 48
special use of language is 57
special vow of persons to 84
special way in relation to 51
special way of preparing it 43
special way of referring to 57
special way of regarding the 84
special with the addition of 88
specie and the balance in 55
specie for the payment of 245
specie for the purpose of 152
speech act in question is 48
speech and an ability to 51
speech and of freedom of 69
speech and the ability of 59
speech and the ability to 805
speech and the absence of 157
speech and the address of 44
speech and the beginning of 233
speech and the conduct of 58
speech and the content of 114
speech and the context in 44
speech and the context of 46
speech and the control of 77
speech and the customs of 113
speech and the details of 47
speech and the dignity of 43
speech and the effects of 40
speech and the example of 46
speech and the exchange of 49
speech and the faculty of 88
speech and the freedom of 1254
speech and the freedom to 227
speech and the function of 96
speech and the history of 40
speech and the language of 474
speech and the liberty of 641
speech and the manners of 107
speech and the problem of 45
speech and the process of 109
speech and the pursuit of 56
speech and the quality of 138
speech and the relation of 56
speech and the results of 44
speech and to endanger the 104
speech and to petition the 73
speech area is located in 80
speech are the symbols of 52
speech but the faculty of 58
speech can be adapted to 60
speech can be applied to 60
speech can be carried on 43
speech can be defined as 136
speech can be measured by 42
speech can be reduced to 94
speech can be related to 57
speech can be subject to 104
speech for or against the 53
speech for the benefit of 512
speech for the defense in 77
speech for the duration of 42
speech for the liberty of 529
speech for the purpose of 1119
speech has the function of 50
speech has the quality of 52
speech may be applied to 49
speech may be defined as 258
speech may be enabled to 51
speech may be likened to 46
speech may be limited to 87
speech may be measured by 50
speech may be reduced to 186
speech may be related to 102
speech may be slurred or 54
speech may be subject to 74
speech near the beginning of 86
speech that he planned to 98
speech that is natural to 48
speech that is related to 73
speech that the question of 49
speech was an attempt to 374
speech was an example of 117
speech was as welcome as 47
speech was in support of 328
speech was the beginning of 223
speech was the keynote of 44
speech was the language of 78
speech was the occasion of 43
speech was the outcome of 48
speech was the prelude to 46
speech was the product of 118
speech was the subject of 165
speech with an account of 74
speech with an allusion to 76
speech with the figures of 60
speech with the freedom of 82
speech with the language of 67
speech with the purpose of 73
speeds and the ability to 150
speeds for the purpose of 50
spelling and the grammar of 56
spelling for the benefit of 40
spelling out in advance the 43
spelling out the concept of 54
spelling out the content of 296
spelling out the details of 2298
spelling out the features of 42
spelling out the letters of 682
spelling out the message of 41
spelling out the purpose of 118
spells for the benefit of 44
spells for the purpose of 114
spells out the concept of 157
spells out the content of 231
spells out the details of 1292
spells out the division of 96
spells out the effects of 84
spells out the essence of 57
spells out the history of 93
spells out the letters of 59
spells out the position of 40
spells out the problem of 93
spells out the process of 111
spells out the purpose of 308
