of abel own that human 67
of what they are today 1429
of what they are truly 67
of what they are until 47
of what they are viewing 109
of what they are willing 497
of what they are working 444
of what they are writing 650
of what they bring about 81
of what they can carry 60
of what they can never 92
of what they can offer 534
of what they can really 52
of what they can reveal 90
of what they did after 74
of what they did could 56
of what they did rather 52
of what they did under 73
of what they did while 102
of what they did would 87
of what they did write 59
of what they had asked 299
of what they had begun 196
of what they had borne 46
of what they had built 238
of what they had dared 46
of what they had earned 426
of what they had faced 49
of what they had feared 79
of what they had first 100
of what they had found 1511
of what they had given 534
of what they had grown 49
of what they had hoped 558
of what they had known 509
of what they had lived 143
of what they had loved 48
of what they had never 182
of what they had often 91
of what they had owned 94
of what they had really 146
of what they had reason 93
of what they had saved 111
of what they had shown 51
of what they had sowed 56
of what they had spent 206
of what they had sworn 90
of what they had taken 807
of what they had tried 174
of what they hear about 89
of what they hear within 61
of what they may claim 60
of what they may enjoy 49
of what they may reveal 72
of what they now enjoy 95
of what they now spend 75
of what they read about 214
of what they read rather 42
of what they saw about 65
of what they saw while 42
of what they saw would 43
of what they say about 4841
of what they say makes 51
of what they say seems 73
of what they say would 44
of what they see about 64
of what things and people 149
of what things are really 131
of what things are right 49
of what things are truly 42
of what things this woman 43
of what this act might 60
of what this day would 65
of what this man could 45
of what this man dares 48
of what this man might 95
of what this man would 46
of what this may imply 40
of what this old world 67
of what this war would 46
of what this was about 160
of what use are words 131
of what use she could 45
of what use then would 42
of what use they could 155
of what use they might 49
of what use they would 62
of what use was money 48
of what war was about 51
of what war was bound 43
of what war was really 110
