tang of faintly scented 554
that the following control 154
that the following couplet 73
that the following courses 170
that the following criteria 2198
that the following decades 56
that the following decision 419
that the following defects 101
that the following demands 121
that the following details 489
that the following devices 65
that the following diagrams 106
that the following dialogue 322
that the following diseases 157
that the following division 132
that the following effects 241
that the following element 83
that the following entries 256
that the following epigram 76
that the following episode 148
that the following epistle 70
that the following epitaph 207
that the following equation 3838
that the following example 1052
that the following excerpt 482
that the following exchange 495
that the following extract 1302
that the following factors 9187
that the following familiar 58
that the following features 1466
that the following fifteen 58
that the following figures 1058
that the following foreign 52
that the following formula 1838
that the following function 578
that the following general 2033
that the following grammar 152
that the following grounds 82
that the following happens 95
that the following harvest 48
that the following history 250
that the following inquiry 131
that the following january 77
that the following journal 55
that the following language 1205
that the following lessons 125
that the following letters 816
that the following logical 86
that the following marriage 41
that the following material 678
that the following matters 934
that the following maximum 222
that the following measures 1919
that the following medical 44
that the following members 829
that the following memorial 171
that the following message 563
that the following minimal 48
that the following minimum 740
that the following mixture 121
that the following muscles 55
that the following national 66
that the following natural 109
that the following notation 134
that the following notices 47
that the following numbers 887
that the following objects 204
that the following october 60
that the following offerings 69
that the following offices 127
that the following official 226
that the following operating 105
that the following opinions 83
that the following organic 49
that the following outline 423
that the following overall 43
that the following parties 119
that the following passage 2861
that the following pattern 358
that the following persons 3914
that the following petition 115
that the following phrases 206
that the following picture 224
that the following popular 55
that the following portions 269
that the following position 85
that the following preamble 47
that the following priority 47
that the following problem 1039
