act also defines the term 58
and were between the ages 412
and were blessed in their 87
and were brought by their 65
and were brought in from 109
and were brought to life 80
and were brought to rome 72
and were brought to such 48
and were brought to their 155
and were brought to trial 431
and were capable of acting 97
and were capable of bearing 90
and were capable of bringing 46
and were capable of dealing 44
and were capable of giving 211
and were capable of great 99
and were capable of having 50
and were capable of loving 47
and were capable of making 337
and were capable of more 62
and were capable of moving 49
and were capable of much 40
and were capable of reading 53
and were capable of seeing 79
and were capable of self 143
and were capable of taking 169
and were careful in their 56
and were careful of their 65
and were careful to give 44
and were careful to have 72
and were careful to keep 276
and were careful to leave 48
and were careful to make 138
and were careful to stay 62
and were careful to take 68
and were carried in their 48
and were carried on during 49
and were carried on from 51
and were carried on till 52
and were carried to rome 73
and were carried to such 77
and were carried to their 336
and were carried up into 78
and were cautious in their 72
and were certain of their 42
and were certain to have 42
and were chained to their 43
and were claimed to have 90
and were content to find 41
and were content to give 145
and were content to have 221
and were content to hold 85
and were content to keep 134
and were content to know 56
and were content to leave 801
and were content to live 542
and were content to lose 106
and were content to make 161
and were content to pass 97
and were content to play 75
and were content to rely 101
and were content to rest 114
and were content to stay 107
and were content to take 280
and were content to treat 40
and were content to wait 293
and were content to work 111
and were couched in such 76
and were counted as part 71
and were counted as such 40
and were defeated in their 47
and were defined as such 40
and were defined by their 69
and were delayed an hour 61
and were devoted to their 418
and were divided in their 186
and were divided up among 55
and were divided up into 94
and were drained of their 107
and were dressed in blue 66
and were dressed in dark 43
and were dressed in fine 43
and were dressed in rags 68
and were dressed in their 269
