ace and king of diamonds 308
and that is to declare 220
and that is to deliver 84
and that is to deprive 57
and that is to destroy 412
and that is to develop 318
and that is to discuss 76
and that is to educate 130
and that is to elevate 45
and that is to embrace 49
and that is to enforce 94
and that is to examine 275
and that is to exclude 52
and that is to explain 164
and that is to express 193
and that is to forgive 65
and that is to furnish 84
and that is to glorify 75
and that is to improve 170
and that is to include 96
and that is to increase 499
and that is to observe 113
and that is to operate 54
and that is to perform 142
and that is to prepare 178
and that is to present 408
and that is to pretend 58
and that is to prevent 375
and that is to proceed 61
and that is to procure 66
and that is to produce 305
and that is to project 48
and that is to promote 167
and that is to propose 86
and that is to protect 426
and that is to protest 41
and that is to provide 824
and that is to publish 51
and that is to question 83
and that is to receive 80
and that is to recover 51
and that is to reflect 51
and that is to refrain 56
and that is to relieve 42
and that is to replace 104
and that is to request 45
and that is to require 77
and that is to resolve 70
and that is to respect 220
and that is to restore 193
and that is to satisfy 77
and that is to specify 41
and that is to succeed 55
and that is to suggest 97
and that is to support 185
and that is to suppose 144
and that is to survive 51
and that is to sustain 62
and that is to unionize 50
and that is to utilize 54
and that is to withdraw 199
and that is to worship 73
and that it be adopted 51
and that it be allowed 258
and that it be applied 242
and that it be awarded 41
and that it be brought 132
and that it be capable 147
and that it be carried 274
and that it be covered 52
and that it be decided 67
and that it be decreed 109
and that it be desired 50
and that it be divided 86
and that it be entered 91
and that it be forthwith 127
and that it be granted 129
and that it be imposed 133
and that it be limited 84
and that it be located 131
and that it be offered 51
and that it be ordered 100
and that it be payable 51
and that it be printed 288
and that it be reduced 51
and that it be related 52
and that it be removed 79
and that it be repeated 58
and that it be settled 49
and that it be strongly 75
and that it be subject 104
and that it be written 71
and that it is according 209
and that it is adapted 198
and that it is adopted 45
and that it is advancing 130
and that it is affecting 67
and that it is against 942
and that it is aligned 49
and that it is alleged 84
and that it is allowed 181
and that it is alright 149
and that it is altered 56
and that it is anterior 107
and that it is applied 598
and that it is arranged 86
and that it is assumed 779
and that it is because 4138
and that it is beginning 230
and that it is besides 45
and that it is between 136
and that it is bounded 169
and that it is brought 535
and that it is capable 3170
and that it is carried 1008
and that it is catholic 47
and that it is central 144
and that it is certain 803
and that it is charged 107
and that it is checked 63
and that it is chiefly 1058
and that it is claimed 78
and that it is closely 769
and that it is colored 41
and that it is complex 64
and that it is content 98
and that it is correct 429
and that it is couched 76
and that it is counter 47
and that it is coupled 63
and that it is covered 306
and that it is creative 51
and that it is curable 52
and that it is current 66
and that it is decided 128
and that it is decreasing 61
and that it is defined 248
and that it is degrading 113
and that it is derived 673
and that it is deserving 272
and that it is desired 2132
and that it is devoted 45
and that it is divided 466
and that it is durable 42
and that it is dynamic 74
and that it is elastic 70
and that it is enabled 56
and that it is enacted 46
and that it is endowed 213
and that it is entered 51
and that it is equally 2427
and that it is eternal 288
and that it is everything 71
and that it is evident 475
and that it is evolved 57
and that it is exactly 622
and that it is exerted 42
and that it is expanding 82
and that it is exposed 125
and that it is favored 69
and that it is feasible 412
and that it is finally 218
and that it is focused 64
and that it is following 42
and that it is foolish 797
and that it is foreign 67
and that it is forever 55
and that it is founded 609
and that it is fraught 145
and that it is general 92
and that it is genuine 100
and that it is granted 57
and that it is greatest 162
and that it is grossly 175
and that it is guarded 44
and that it is handled 67
and that it is happening 104
and that it is harmful 184
and that it is haunted 63
and that it is helpful 310
and that it is highest 97
and that it is himself 50
and that it is hostile 77
and that it is illegal 462
and that it is immoral 249
and that it is implied 111
and that it is imposed 63
and that it is improving 50
and that it is imputed 41
and that it is increasing 377
and that it is induced 49
and that it is inferior 121
