if adam and eve could 99
is such that you ought 53
is such that you really 42
is such that you would 355
is sure she can never 43
is sure she has found 49
is sure that god knows 49
is sure that her father 40
is sure that her mother 62
is sure that his cause 44
is sure that his father 115
is sure that his mother 61
is sure that she could 45
is sure that she knows 58
is sure that she loves 79
is sure that she never 73
is sure that she wants 78
is sure that she would 130
is sure that they would 139
is taking his own pulse 50
is taking its own shape 46
is taking its own sweet 56
is taking off and landing 133
is their meat and drink 522
is their own and which 87
is their zeal for learning 43
is there any art known 45
is there any hot water 50
is there any law which 153
is there any man whose 44
is there any one blind 49
is there any one class 75
is there any one point 57
is there any one which 97
is there any one whose 263
is there any real basis 129
is there any real change 43
is there any real danger 198
is there any real doubt 72
is there any real drama 91
is there any real lover 42
is there any real point 52
is there any real proof 52
is there any real reason 451
is there any real sense 92
is there any who rules 52
is there day and night 106
is there for all people 47
is there for old esther 108
is there for one reason 138
is there for this claim 57
is there for this court 40
is there for two human 309
is there not for every 40
is there not one calling 55
is there not one plain 162
is there now any reason 52
is there one who could 76
is there one who feels 72
is there one who knows 43
is there one who loves 52
is there one who thinks 52
is there one who would 164
is there than that which 87
is there that are found 44
is there that can boast 71
is there that can doubt 57
is there that can equal 49
is there that can force 101
is there that can grasp 85
is there that can stand 111
is there that has built 88
is there that has never 246
is there that hath built 298
is there that his style 106
is there that now dares 47
is there that one could 50
is there that one finds 890
is there that one would 88
is there that our hearts 40
is there that our souls 63
is there that she meets 46
is there that she takes 40
is there that they could 63
is there that they shall 46
is there that they would 130
is there that you could 54
is there that you shall 66
is there that you would 219
is there then any reason 53
is there who has known 42
is there who has never 103
is there with her father 71
is there with his mother 149
is there with that which 42
is there yet any reason 109
is these men and women 262
is these that are growing 60
is these that are often 54
is these things that cause 141
is these two things alone 41
is these two things which 42
is thick but not stiff 74
is those men and women 44
is those who are still 46
is those who are willing 70
is those who are within 50
is tied and cut short 54
is time for all people 66
is time for both sides 67
is time for our evening 43
is time for our nation 45
is time for our people 89
is time for that later 177
is time for this court 108
is time for this nation 56
is time that fit honor 56
