of aba committee on 52
of them exclaimed as 168
of them exclaimed at 67
of them exclaimed in 299
of them exclaimed the 46
of them exclaimed to 157
of them exclusive of 230
of them exclusive or 74
of them exclusive to 124
of them excruciating to 139
of them exemplify the 147
of them exercised an 71
of them exercised by 89
of them exercised it 80
of them exercised on 60
of them exercised the 251
of them exercises in 60
of them exercises the 122
of them exhausted by 143
of them exhibited an 131
of them exhibited at 85
of them exhibited by 61
of them exhibited in 334
of them exhibited on 116
of them exhibited the 641
of them explained as 94
of them explained by 65
of them explained in 254
of them explained it 208
of them explained the 458
of them explained to 1430
of them exploited the 175
of them exponents of 67
of them expounded the 43
of them expressed an 511
of them expressed as 129
of them expressed at 67
of them expressed by 273
of them expressed in 1636
of them expressed it 2436
of them expressed no 112
of them expressed the 2652
of them expressed to 326
of them expresses an 130
of them expresses it 310
of them expresses the 761
of them exquisite in 86
of them extensions of 149
of them extraneous to 40
of them extremely so 488
of them familiarly as 48
of them favorable to 523
of them favorites of 57
of them flourishing in 62
of them fluctuate in 44
of them fluttered to 54
of them followers of 651
of them forbidden by 84
of them forbidden to 109
of them forgetful of 61
of them forgotten by 45
of them fortified by 161
of them fortunate in 58
of them forwarded to 129
of them foundered at 45
of them foundered in 635
of them foundered on 216
of them fragments of 228
of them frequenting the 49
of them fulfilled the 466
of them functioned as 717
of them functioned in 111
of them furnished an 54
of them furnished by 346
of them furnished in 114
of them furnished me 46
of them furnished the 219
of them furnished to 126
of them furnishes the 187
of them furnishes us 47
of them generally as 538
of them generally do 48
of them generally in 79
of them generally is 169
of them generally the 162
of them generally to 53
of them generated by 489
of them generated the 42
of them generates an 59
of them generates the 78
of them genteelly in 42
of them gentlemen by 59
of them gentlemen of 949
of them glorified the 58
of them governors of 76
of them gradually to 44
of them graduated at 47
of them graduated in 172
of them graduated to 102
of them graduates in 88
of them graduates of 2411
of them grandsons of 169
of them gravitate to 81
of them gravitating to 46
of them guarantee the 44
of them guiltless of 98
of them harnessed to 148
of them hesitated as 61
of them hesitated at 58
of them hesitated in 61
of them hesitated on 41
of them hesitated or 51
of them hesitated to 871
of them hesitates to 62
of them hibernate in 80
of them highlight the 106
of them historians of 40
of them histories of 59
of them horrified me 57
of them identical in 234
of them identical to 326
of them identifying the 53
of them imitations of 213
of them imitative of 45
of them impatient of 45
of them impatient to 154
of them imperfect in 79
of them impervious to 54
of them implanted in 72
of them implement the 83
of them important as 145
of them important in 558
of them important to 459
of them impressed by 61
of them impressed me 448
of them impressed on 60
of them impressed the 76
of them impressed us 51
of them imprinted on 100
of them incapable of 1154
of them incorrect in 40
of them inculcate the 41
of them indicated an 90
of them indicated by 266
of them indicated in 133
of them indicated no 42
of them indicated on 45
of them indicated the 450
of them indicated to 128
of them indicates an 83
of them indicates the 659
of them inflicted by 132
of them inflicted on 56
of them influence on 66
of them influence the 363
of them influencing the 133
of them infuriated the 41
of them inhabited by 1047
of them inhabited the 233
of them inherited the 371
of them inhibited the 65
of them inscribed by 76
of them inscribed in 194
of them inscribed on 143
of them inscribed to 96
of them insoluble in 79
of them inspected the 187
of them installed by 44
of them installed in 279
of them installed on 103
of them instances of 237
of them interacting in 80
of them interesting as 246
of them interesting in 181
of them interesting or 62
of them interesting to 193
of them interests me 70
of them interests us 47
of them interfering in 40
of them interpret it 73
of them interpret the 249
of them intersect at 93
of them intersect in 149
of them intersect the 105
of them intimated to 41
of them intrinsic to 68
of them introduce the 91
of them introducing the 54
of them intrusted to 97
of them invariably do 45
of them invariably to 241
of them inventions of 74
of them invisible to 221
of them irregular in 74
of them journeyed to 320
of them justified by 141
of them justified in 53
of them justified it 70
of them justified the 171
of them justifies the 170
of them knowledge is 52
of them knowledge of 117
of them languished in 142
of them literally as 93
of them literally by 50
of them literally in 55
of them literally so 42
of them localized in 60
of them maintaining the 111
of them maintains the 60
of them manifesting the 68
of them manifests the 41
of them massacred by 115
of them massacred in 71
of them massacred on 131
of them merchants in 64
of them merchants of 133
of them merchants or 154
of them merciless in 82
of them ministering to 52
of them ministers in 60
of them ministers of 460
of them ministers or 42
of them ministers to 43
of them monuments of 115
of them monuments to 71
of them mortgaged to 47
of them motivated by 421
of them mutilated by 60
of them naturally in 45
of them naturally of 57
of them navigable by 57
of them navigable to 75
of them necessary in 182
of them necessary or 85
of them necessary to 1491
of them neglected or 67
of them neglected the 185
of them neglected to 304
of them negotiated the 49
of them neighbors of 45
of them newcomers to 319
of them nominated by 321
of them nourished by 40
of them obedience to 115
of them objections to 92
of them occasioned by 399
of them occasioned the 61
of them offensive to 63
of them officiated in 42
of them offshoots of 223
of them opponents of 186
