of ace over unadjusted 99
of them have personally 121
of them have populations 225
of them have preference 64
of them have prehensile 118
of them have prejudices 43
of them have prescribed 52
of them have presumably 40
of them have proclaimed 48
of them have progressed 185
of them have pronounced 129
of them have properties 159
of them have recognized 493
of them have references 46
of them have registered 161
of them have relatively 466
of them have religiously 103
of them have remarkable 157
of them have remarkably 102
of them have remembered 46
of them have reportedly 49
of them have reproduced 53
of them have restricted 78
of them have sacrificed 214
of them have scientific 50
of them have shortcomings 52
of them have specialized 248
of them have structures 83
of them have subscribed 135
of them have substantial 291
of them have sufficient 734
of them have telephones 75
of them have terminated 78
of them have traditional 92
of them have transfused 45
of them have translated 57
of them have tremendous 92
of them have ultimately 70
of them have understood 364
of them have undertaken 550
of them have university 272
of them have velocities 48
of them having apparently 173
of them having difficulty 42
of them having disappeared 151
of them having discharged 51
of them having discovered 121
of them having multiplied 310
of them having originally 151
of them having originated 165
of them having particular 107
of them having populations 48
of them having sufficient 80
of them held commissions 103
of them held doctorates 45
of them held government 54
of them held influential 44
of them held university 52
of them hold university 102
of them into bankruptcy 349
of them into categories 69
of them into circulation 143
of them into government 50
of them into individual 47
of them into liquidation 47
of them into prominence 75
of them just disappeared 129
of them knew beforehand 101
of them knew definitely 49
of them knew immediately 40
of them knew intimately 174
of them knew personally 145
of them lack confidence 59
of them lack experience 42
of them lack sufficient 125
of them left immediately 146
of them left unfinished 65
of them less delightful 40
of them less frequently 70
of them look remarkably 57
of them lost confidence 49
of them made concessions 42
of them made incredible 77
of them made remarkable 58
of them made sacrifices 45
of them made statements 146
of them made substantial 115
of them made successful 55
of them made suggestions 85
of them make connections 56
of them make resistance 51
of them make statements 52
of them mere repetitions 41
of them more abundantly 63
of them more acceptable 48
of them more accessible 43
of them more accurately 141
of them more adequately 46
of them more appropriate 67
of them more attractive 121
of them more completely 106
of them more convenient 43
of them more delightful 42
of them more distinctly 85
of them more explicitly 89
of them more formidable 43
of them more frequently 358
of them more immediately 56
of them more interested 212
of them more intimately 109
of them more optimistic 52
of them more profitable 45
of them more remarkable 121
of them more substantial 60
of them more successful 147
of them more sympathetic 40
of them more vulnerable 46
of them most accurately 65
of them most attractive 78
of them most beautifully 108
of them most conversant 49
of them most entertaining 44
of them most frequently 99
of them most immediately 100
of them most remarkable 51
of them most shamefully 58
of them most unexpected 48
of them much influenced 44
of them much interested 179
of them must constantly 46
of them must constitute 65
of them must contribute 131
of them must correspond 97
of them must eventually 236
of them must experience 46
of them must immediately 48
of them must inevitably 782
of them must originally 41
of them must ultimately 181
of them must understand 81
