wade waters 89 wading meadows
when daniel 127 when elijah
728 when elisha 345 when
joseph 253 when passed 83
when prayed 83 when samuel
306 when turned 43 when
wanted 48 when moment 49
when intake 1448 when source
50 when supply 87 when
armies 112 when police 79
when troops 173 when energy
76 when palace 49 when
strike 80 when arrive 109
when clergy 58 when divine
106 when leaders 47 when
behind 55 when itself 44
when became 65 when factor
65 when energy 135 when
nature 51 when number 296
when system 97 when became
41 when appears 54 when
arises 12009 when became 400
when before 529 when begins
43 when changes 93 when
itself 180 when merely 45
when occurs 85 when passed
43 when raised 274 when
reached 101 when refers 235
when seemed 102 when shifts
53 when should 595 when
sought 107 when turned 138
when whether 827 when energy
117 when enters 40 when
levels 54 when passes 181
when reaches 67 when source
241 when changes 43 when
faction 61 when leaders 44
when reached 80 when struck
86 when bridge 145 when
budget 72 when opened 181
when passed 58 when reached
643 when reaches 154 when
station 241 when strike 120
when system 542 when appears
117 when warrior 51 when
occurs 232 when buffer 75
when device 142 when station
148 when system 72 when
device 46 when medium 105
when session 77 when system
41 when become 77 when
showed 90 when number 44
when called 122 when spirit
52 when passed 49 when
should 60 when office 95
when annual 61 when armies
81 when budget 48 when
clergy 63 when course 202
when courts 91 when driver
60 when forces 238 when
income 144 when meetings 58
when monthly 44 when pastor
48 when pianist 54 when
police 102 when school 327
when series 60 when session
307 when supply 156 when
system 48 when teacher 487
when troops 376 when weekly
43 when lackey 68 when
occurs 63 when assets 70
when person 64 when forces
86 when became 68 when
itself 100 when amount 138
when assets 60 when dentin
48 when indians 54 when
kidney 51 when liquid 382
when parent 87 when portion
353 when shares 99 when
person 43 when entity 150
when system 43 when reached
115 when reached 51 when
reaches 48 when begins 47
when design 362 when effort
60 when findings 192 when
itself 70 when report 70
when station 40 when vessel
70 when worker 231 when
clause 57 when forces 54
when supply 69 when system
124 when forces 57 when
powers 54 when damage 64
when injury 42 when number
42 when system 64 when
became 206 when become 256
when differ 72 when proved
98 when seemed 44 when
should 74 when showed 188
when turned 47 when effect
51 when images 159 when
worker 64 when german 152
when troops 47 when showed
226 when cutter 214 when
demand 67 when should 61
when system 104 when animal
99 when effect 54 when
occurs 407 when reaction 182
when should 115 when switch
194 when edition 222 when
version 658 when states 59
when person 40 when fruits
41 when victim 49 when
report 96 when crowed 621
when reaches 44 when slaves
44 when struck 45 when
occurs 212 when agreed 111
when arrive 89 when attack
44 when became 121 when
caught 48 when changed 42
when closed 70 when failed
92 when forced 57 when
fought 48 when invade 40
when joined 55 when landed
61 when learned 69 when
opened 123 when passed 45
when placed 42 when poured
41 when pulled 74 when
pushed 54 when reached 278
when seemed 101 when seized
102 when should 111 when
showed 69 when signed 49
when sought 50 when struck
43 when thought 59 when
turned 117 when walked 69
when wanted 90 when landed
43 when poured 40 when
rushed 49 when became 121
when reached 43 when letter
116 when diagram 57 when
number 57 when became 81
when become 54 when closed
208 when depart 54 when
failed 44 when opened 304
when should 59 when fiction
53 when itself 62 when
teacher 129 when effect 55
when turned 43 when demand
84 when clergy 291 when
powers 76 when emerge 56
when should 43 when begins
59 when occurs 91 when
became 44 when called 83
when reached 46 when detect
47 when cortex 67 when
nerves 301 when organs 113
when system 58 when called
149 when opened 40 when
reached 40 when turned 61
when begged 45 when called
119 when enters 59 when
handed 68 when locked 42
when opened 564 when reached
44 when rushed 108 when
showed 74 when became 140
when begins 259 when charge
48 when closed 115 when
covers 57 when issues 64
when itself 56 when member
173 when person 52 when
sector 182 when should 244
when starts 591 when station
78 when opened 46 when
elders 70 when authors 55
when groups 61 when nations
196 when orders 109 when
organs 48 when points 62
when senses 47 when series
51 when states 262 when
trades 64 when tribes 73
when almost 117 when darken
81 when deepen 201 when
lengthen 1000 when seemed 58
when figure 63 when waters
54 when opened 62 when
called 206 when opened 42
when pulled 56 when reached
108 when seized 52 when
showed 76 when turned 68
when walked 82 when silver
85 when grapes 69 when
blades 67 when button 183
when clicks 238 when closes
107 when opened 106 when
release 572 when landed 41
when greeks 99 when breeze
85 when arrive 91 when
around 40 when became 706
when seemed 140 when valley
45 when methods 78 when
become 46 when chapel 76
when worker 47 when called
68 when awakes 201 when
opened 60 when amount 56
when nations 75 when number
192 when sample 50 when
sphere 55 when states 175
when around 67 when became
281 when changes 112 when
itself 207 when reaches 52
when should 46 when called
45 when forced 63 when
looked 106 when opened 47
when reached 43 when struck
54 when turned 92 when
solids 45 when appears 94
when became 131 when begins
169 when changes 195 when
cooled 50 when enters 44
when itself 45 when passes
107 when reached 50 when
reaches 266 when seemed 42
when should 180 when stands
45 when itself 112 when
reaches 117 when system 53
when trades 97 when armies
79 when border 45 when
breeze 40 when forces 68
when leaders 105 when portion
141 when rivers 57 when
section 53 when states 2500
when troops 76 when whites
59 when agreed 220 when
backed 54 when became 93
when closed 46 when failed
92 when placed 57 when
pulled 94 when seemed 63
when seized 64 when showed
50 when signed 67 when
sought 78 when tested 79
when turned 51 when walked
87 when wanted 46 when
summer 62 when should 66
when armada 3956 when armies
111 when branch 50 when
church 40 when colony 82
when cortes 306 when empire
584 when forces 311 when
jesuit 103 when landed 134
when padres 46 when reached
64 when regime 58 when
rulers 48 when seized 45
when troops 511 when vessel
44 when became 82 when
reached 42 when reached 43
when become 83 when fibers
56 when dilate 45 when
return 48 when button 207
when switch 398 when became
77 when begins 358 when
called 68 when clearly 46
when imposing 64 when itself
240 when passed 90 when
should 49 when covers 60
when dosage 50 when therapy
52 when called 66 when
orders 41 when placed 42
when become 60 when differ
57 when follow 48 when
begins 114 when itself 111
when rebels 48 when seemed
50 when should 331 when
twists 41 when device 66
when medium 143 when system
75 when became 40 when
become 71 when appears 63
when called 74 when enters
142 when hailed 40 when
hauled 46 when knight 44
when looked 62 when passes
62 when raised 81 when
reached 56 when should 49
when smiled 151 when turned
369 when visits 99 when
walked 72 when around 142
when became 242 when become
86 when roared 40 when
seemed 67 when should 94
when reflex 81 when willed
48 when already 64 when
appears 130 when became 102
when begins 643 when changes
228 when clicks 88 when
engages 134 when enters 556
when failed 70 when leaders
45 when misses 79 when
nurses 42 when passed 42
when passes 93 when placed
60 when reached 42 when
reaches 497 when revolt 71
when should 355 when stands
43 when starts 194 when
teacher 495 when turned 48
when uprising 43 when wishes
168 when writes 127 when
admits 143 when adopts 47
when agreed 54 when allows
62 when always 59 when
appears 336 when arises 210
when became 410 when before
67 when begins 455 when
belongs 67 when breathed 43
when breathes 324 when called
152 when changed 214 when
changes 1002 when chosen 41
when claims 45 when engages
58 when enters 277 when
failed 131 when itself 549
when looked 127 when matter
10730 when merely 63 when
occurs 90 when opened 75
when passes 100 when peoples
63 when person 158 when
places 43 when raises 59
when reached 107 when reaches
276 when reacted 43 when
refers 148 when repeats 43
when seemed 231 when shifts
171 when should 353 when
showed 47 when simply 76
when stands 363 when starts
168 when thought 117 when
treated 806 when turned 961
when viewed 50 when walked
72 when wishes 66 when
secret 77 when became 60
when caused 58 when regime
84 when called 78 when
reached 126 when should 53
when strike 97 when number
162 when claims 91 when
courts 56 when portion 42
when pushed 50 when strength
110 when thyroid 47 when
person 48 when system 108
when allied 96 when crisis
144 when effort 108 when
moment 853 when soviet 1917
when spirit 44 when albedo
44 when appears 192 when
became 200 when begins 136
when changes 120 when charge
377 when cooled 43 when
diggings 82 when energy 269
when finish 229 when itself
83 when layers 816 when
normal 93 when reaches 110
when reaction 80 when runoff
85 when should 73 when
slopes 129 when states 120
when stress 53 when tension
1591 when waters 449 when
should 65 when brother 83
when consul 124 when family
44 when parent 529 when
spouse 4575 when appears 64
when begins 63 when troops
60 when uproar 88 when
device 48 when occurs 46
when rivers 94 when streams
53 when waters 79 when
become 54 when occurs 92
when become 70 when regime
100 when seized 54 when
estate 57 when income 332
when system 60 when called
63 when abated 66 when
drives 43 when gathers 141
when howled 64 when lowers
53 when sweeps 74 when
begins 54 when forces 50
when strain 155 when strength
691 when stress 1855 when
