wan lightnings from his 53
who proceeds from both 184
who proceeds from god 154
who proceeds from him 258
who proceeds from one 87
who proceeds from them 124
who proceeds from this 47
who proceeds from you 51
who proclaim their god 40
who proclaim their own 92
who proclaim unto you 49
who produced food and 116
who produced food for 110
who produced from his 192
who produced less than 231
who produced more and 47
who produced more than 1049
who produced nothing and 47
who produced nothing but 113
who produced only one 330
who produced only two 72
who produced their own 612
who produced these things 54
who produced what they 84
who produced what was 134
who produced work for 53
who produced work that 86
who produces food and 138
who produces food for 63
who produces from his 44
who produces less than 146
who produces more than 342
who produces nothing but 78
who produces only for 52
who produces only one 241
who produces what and 130
who produces what for 54
who profited from all 60
who profited from and 45
who profited from her 87
who profited from his 523
who profited from its 150
who profited from our 42
who profited from that 85
who profited from them 342
who profited from this 606
who profited from war 102
who profited most was 40
who progress from one 103
who promised great things 198
who promised help and 50
who promised more than 184
who promised much and 169
who promised much but 130
who promised nothing but 63
who promised peace and 123
who promised well for 57
who promised what they 52
who promises great things 59
who promises more than 130
who promises much and 67
who promises much but 51
who promoted peace and 42
who promoted their own 139
who promptly came and 65
who promptly gave her 58
who promptly gave him 169
who promptly gave them 42
who promptly left for 43
who promptly made him 76
who promptly made his 82
who promptly sent for 76
who promptly sent her 56
who promptly sent him 208
who promptly sent them 118
who promptly shot him 114
who promptly sold them 85
who promptly sued for 49
who promptly threw him 58
who promptly told her 50
who promptly told him 137
who promptly took her 82
who promptly took him 135
who promptly took his 69
who promptly took off 89
who promptly took them 52
who promptly went off 41
who promptly went out 58
who proposed none but 71
who proposed their being 40
who proposed their own 42
who proposed what was 55
who protects those who 179
who protract time for 49
who provided arms and 51
who provided care and 118
who provided care for 319
who provided data and 196
who provided data for 415
who provided food and 572
who provided food for 473
who provided help and 380
who provided help with 138
who provided ideas and 160
who provided jobs for 62
who provided love and 95
who provided meals and 47
who provided meals for 52
who provided means for 55
who provided more than 363
who provided only one 42
who provided room and 65
who provided their own 1207
who provided time and 57
who provided well for 293
who provided what was 92
who provided work for 104
who provides bread for 57
who provides care and 170
who provides care for 382
who provides data for 63
who provides food and 248
who provides food for 426
who provides help and 62
who provides less than 114
who provides love and 66
who provides more than 255
who provides only for 88
who provides seed for 81
who provides well for 88
who publicly beats his 62
who punished those who 185
who punishes evil and 54
who punishes those who 393
who purchase from him 102
who purchase from them 164
who purchase land and 48
who purchase less than 94
who purchase more than 211
who purchase their own 302
who recalled their own 108
who received arms and 44
who received back his 40
who received care and 48
who received care for 48
who received cash and 53
who received cash for 55
who received fees for 90
who received fish oil 55
who received five and 42
who received food and 148
who received from god 501
who received from her 249
who received from him 1065
who received from his 732
who received from its 55
who received from one 168
who received from our 67
who received from that 53
who received from them 374
who received from this 84
who received help and 97
who received help with 126
who received high pay 50
who received into her 50
who received into his 175
who received land and 156
who received land for 80
who received land had 55
who received less pay 40
who received less than 2831
who received lump sum 47
who received more and 51
who received more than 7751
who received nothing but 210
who received nothing for 49
who received only one 1396
